파일	줄	문장 앞 60자	종류(rule|claim|evidence|connective|other)	Why 있음(예/아니오)	근거 경로(있으면)	판정(keep|rewrite|delete)	이유
CHANGELOG.md	184	밸브 수리 4건.	claim	예	CHANGELOG.md:186-187	keep	아래에 네 수리가 열거된다.
CHANGELOG.md	192	fresh worker meta v2 필드 목록.	other	예	system/PRD-session-memory.md:439	keep	절의 변경 범위를 나타내는 제목이다.
CHANGELOG.md	186	기본 거부, ignore 검출, host 비교, recall 격리를 고쳤다.	evidence	예	CHANGELOG.md:186-187	keep	네 수리의 범위를 압축한다.
CHANGELOG.md	194	`meta.json` schema_version은 2다.	claim	예	system/PRD-session-memory.md:439	keep	PRD의 meta v2 계약과 일치한다.
CHANGELOG.md	195	비교는 harness_sha256이 같은 run끼리만 한다.	rule	예	decision:system/kit-decisions.md:104-119	keep	하네스 차이가 결과를 크게 바꾼 관측이 결정문에 있다.
CHANGELOG.md	200	각인 대상 줄이 정확히 한 번씩 없으면 실패한다.	rule	예	decision:system/kit-decisions.md:110-119	keep	각인 누락이나 중복을 배포 전에 차단하는 독립 리뷰 결과다.
CHANGELOG.md	193	첫 추출.	other	예	CHANGELOG.md:193	keep	초기 릴리스의 성격을 표시한다.
CHANGELOG.md	195	도구 14개를 추출했다.	claim	예	CHANGELOG.md:338	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
CHANGELOG.md	196	규약 20문서를 추출했다.	claim	예	CHANGELOG.md:338	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
CHANGELOG.md	197	훅 5종을 추출했다.	claim	예	CHANGELOG.md:338	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
CHANGELOG.md	205	worker 결과의 주장에는 출처 경로가 붙는다.	rule	예	paper:2609.06702 App. F.2	keep	출처를 못 보면 오답을 믿는다는 근거가 결정문에도 있다.
CHANGELOG.md	198	인스턴스 배선을 memory-config.json으로 분리했다.	evidence	예	system/memory-config.json:1	keep	초기 구조 변경을 기록한다.
CHANGELOG.md	209	출처 없는 주장은 remaining unknowns로 내려간다.	rule	예	paper:2609.06702 App. F.2	keep	주장과 근거를 결속하는 common 계약이다.
CHANGELOG.md	210	기존 발주문은 그대로 돈다.	evidence	예	system/PRD-session-memory.md:439	keep	호환성 결과를 기록한다.
CHANGELOG.md	217	prefix 아래 기존 symlink도 밖을 가리키면 위반이다.	rule	예	test:tools/test_fresh_worker.py:409-443	keep	허용 경로를 통한 바깥 쓰기를 막는 경계 규칙이다.
CHANGELOG.md	219	없는 prefix는 baseline 전에 디스패처가 만든다.	rule	예	decision:system/kit-decisions.md:110-119	keep	prefix 자체 생성이 위반으로 오탐되는 R9를 막는다.
CHANGELOG.md	220	대소문자 보정은 파일시스템이 같은 항목으로 풀 때만 한다.	rule	예	decision:system/kit-decisions.md:110-119	keep	case-sensitive 볼륨의 R10 결함을 막는다.
CHANGELOG.md	221	사후 탐지만이고 rollback이나 삭제는 없다.	rule	예	decision:system/kit-decisions.md:104-119	keep	rollback이 파괴 반경을 키울 수 있어 기각됐다는 이유가 있다.
CHANGELOG.md	224	동시 writer와 워커를 가르려면 worktree 격리가 필요하다.	rule	예	CHANGELOG.md:94-95	keep	두 실제 위반이 동시 쓰기였다는 관측에서 나온 후속 조건이다.
CHANGELOG.md	227	규약 문서에 근거 행 8줄.	claim	예	CHANGELOG.md:100-102	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
CHANGELOG.md	233	인스턴스 사본에도 같은 줄이 있다.	evidence	예	CHANGELOG.md:102	keep	동기화 범위를 기록한다.
CHANGELOG.md	233	전부 논문 식별자와 DR-053이 붙어 있다.	evidence	예	CHANGELOG.md:100-102	keep	근거 표기 형식을 설명한다.
CHANGELOG.md	235	v0.3 · 2026-08-29	other	예	CHANGELOG.md:104	keep	릴리스 구간 표지다.
CHANGELOG.md	237	공통 지시 정본이 AGENTS.md 하나로 바뀌었다.	evidence	예	decision:system/kit-decisions.md:71-81	keep	지시 사본이 갈라진 실측에 따른 결정이다.
CHANGELOG.md	245	fresh 발주의 프롬프트는 workspace 안에 둔다.	rule	예	decision:system/kit-decisions.md:71-81	keep	bounded worker의 격리와 추적 범위를 유지한다.
CHANGELOG.md	249	`/tmp`나 symlink 프롬프트는 거부한다.	rule	예	system/kit-decisions.md:71-81	keep	workspace 밖 프롬프트로 읽기 경계가 우회되지 않게 한다.
CHANGELOG.md	250	workspace 안의 무시되는 파일을 쓴다.	rule	예	CHANGELOG.md:112-115	keep	허용되는 프롬프트 위치의 예를 준다.
CHANGELOG.md	252	광역 작업 trace를 master context에서 격리한다.	rule	예	decision:system/kit-decisions.md:71-81	keep	광역 trace가 누적 세션을 잠식한 관측이 이유다.
CHANGELOG.md	258	외부 문안은 본문 전에 두 줄을 보인다.	rule	예	decision:system/kit-decisions.md:84-92	keep	독자와 목적과 근거를 즉시 검증하게 하는 두 줄이다.
CHANGELOG.md	263	승인 단계가 아니다.	rule	예	decision:system/kit-decisions.md:84-92	keep	매 문단 승인 게이트의 인지부하를 피한다.
CHANGELOG.md	266	v0.2 · 2026-08-24	other	예	CHANGELOG.md:129	keep	릴리스 구간 표지다.
CHANGELOG.md	268	config schema v1에서 v2로.	evidence	예	decision:system/kit-decisions.md:53-63	keep	스키마 변경 절의 제목이다.
CHANGELOG.md	285	context가 없으면 personal로 간주해 원격을 보지 않는다.	evidence	예	system/kit-decisions.md:58-60	keep	누락 필드의 구체적 실패 모드다.
CHANGELOG.md	285	안 넣으면 조용히 다르게 동작한다.	evidence	예	system/kit-decisions.md:58-60	keep	필수 스키마가 필요한 핵심 이유다.
CHANGELOG.md	294	그대로 두면 다음 pull에서 충돌하거나 되돌아간다.	evidence	예	system/kit-decisions.md:45-51	keep	이전 규칙의 이유를 직접 말한다.
CHANGELOG.md	303	기존 decisions에 섞인 킷 DR 001~003을 지운다.	rule	예	CHANGELOG.md:163	keep	그 내용이 kit-decisions에 따로 있기 때문에 중복을 제거한다.
CHANGELOG.md	306	.gitignore가 기본 거부로 바뀌었다.	evidence	예	CHANGELOG.md:167-171	keep	회사 자료의 우발 커밋을 막는 변경이다.
CHANGELOG.md	310	그래서 평범한 경로의 회사 자료가 커밋됐다.	evidence	예	CHANGELOG.md:167-168	keep	기본 거부의 실측 이유다.
CHANGELOG.md	311	지금은 전부 무시하고 엔진 파일만 되살린다.	evidence	예	.gitignore:1	keep	현재 기본 거부 동작을 설명한다.
CHANGELOG.md	316	전사 경로 유도 규칙이 바뀌었다.	evidence	예	CHANGELOG.md:175-177	keep	경로 변환 결함 수정 절의 제목이다.
CHANGELOG.md	322	지금은 맞는다.	evidence	예	CHANGELOG.md:175-177	rewrite	무엇을 어떤 검사로 맞췄는지 없이 결과만 단언해 모호하다.
CHANGELOG.md	324	doctor 검사가 21개에서 29개로 늘었다.	claim	예	CHANGELOG.md:181-182	keep	추가된 여덟 검사 범주가 아래에 열거된다.
CHANGELOG.md	336	v0.1 · 2026-08-24	other	예	CHANGELOG.md:191	keep	릴리스 구간 표지다.
CHANGELOG.md	338	원본 워크스페이스에서 엔진만 떼어냈다.	evidence	예	CHANGELOG.md:193	keep	추출 범위를 말한다.
CHANGELOG.md	345	## 기록 근거 연결	connective	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
CHANGELOG.md	347	이 파일의 명령형 문장은 새 규칙이 아니라 해당 릴리스에서 기존 인스턴스가 해야 할	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
CHANGELOG.md	348	마이그레이션을 적은 것이다. Why는 각 항목의 근거 표지, KIT-DR, 테스트 경로에 있으며,	evidence	예	CHANGELOG.md:341	keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
CHANGELOG.md	349	개수 변화는 해당 릴리스 시점의 등록 목록을 세어 보여주는 이력값이다.	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
CHECKLIST.md	1	제목, 절 제목, 구분선 묶음	other	아니오		keep	확인 영역과 순서를 탐색하게 한다.
CHECKLIST.md	3	setup.sh와 doctor.py가 끝난 뒤의 목록이다.	evidence	아니오		keep	체크리스트의 실행 시점을 한정한다.
CHECKLIST.md	4	doctor는 declared·command-valid·armed까지 재고 fired/effect는 못 잰다	evidence	예	tools/doctor.py	keep	사람 확인이 필요한 자동화 경계를 설명한다.
CHECKLIST.md	4	doctor와 겹치는 기계 확인도 몇 개 있다.	evidence	아니오		keep	자동 검사와 사람 검사의 일부 중복을 알린다.
CHECKLIST.md	4	여기서는 사람이 결과를 판정한다.	rule	예	CHECKLIST.md:4-6	keep	doctor가 fired와 effect를 측정하지 못하는 구멍을 사람이 확인한다.
CHECKLIST.md	6	그 구멍이 C절이다.	connective	아니오		keep	자동 검사 한계를 해당 절에 연결한다.
CHECKLIST.md	8	[ ]는 사람 판단, [기계]는 명령 한 줄 확인이다.	other	아니오		keep	체크박스 표기를 정의한다.
CHECKLIST.md	15	이걸 먼저 통과해야 나머지가 의미 있다.	rule	예	CHECKLIST.md:17-28	keep	뒤 절이 전제하는 회사 정책과 도구 승인을 먼저 확인한다.
CHECKLIST.md	17	IT 정책 확인.	rule	예	CHECKLIST.md:151	keep	판정 주체와 근거를 지정한다.
CHECKLIST.md	17	안 되면 회사 Git 호스트 미러나 압축본 이동으로 바꾼다.	rule	예	CHECKLIST.md:151	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
CHECKLIST.md	17	회사 머신에 개인 GitHub 리포를 클론해도 되는가.	rule	예	CHECKLIST.md:151	keep	조직 정책 확인 질문이다.
CHECKLIST.md	19	상태 주입 훅은 프로젝트 수준 settings에 있다.	evidence	예	.claude/settings.json	keep	승인 범위가 프로젝트 훅임을 설명한다.
CHECKLIST.md	19	프로젝트 훅이 허용되는가.	rule	예	CHECKLIST.md:151	keep	MDM 제약을 확인하는 질문이다.
CHECKLIST.md	20	MDM 맥은 프로젝트 훅을 막거나 승인을 요구할 수 있다.	evidence	아니오		keep	정책 확인이 필요한 현실적 조건을 제시한다.
CHECKLIST.md	20	막히면 자동 주입이 안 돈다.	evidence	아니오		keep	훅 차단의 직접 결과를 설명한다.
CHECKLIST.md	21	수동 render와 직접 읽기로 대체 가능하지만 없애려던 규율이다.	evidence	예	AGENTS.md:26-31	keep	수동 대체의 비용을 상태 정본 규칙과 연결한다.
CHECKLIST.md	22	Claude Code는 리포 루트에서 열어야 환경변수가 이 디렉토리를 가리킨다.	rule	예	CHECKLIST.md:19-22	keep	프로젝트 훅이 올바른 루트를 참조하기 위한 조건이다.
CHECKLIST.md	23	두 도구는 미팅 오디오를 다룬다.	evidence	예	tools/transcribe.py	keep	승인이 필요한 데이터 유형을 밝힌다.
CHECKLIST.md	23	전사·녹취 도구를 써도 되는가.	rule	예	CHECKLIST.md:151	keep	민감 도구의 사전 정책 질문이다.
CHECKLIST.md	24	녹음 동의와 데이터 보존 정책에 걸린다.	evidence	아니오		keep	사전 정책 확인의 이유를 설명한다.
CHECKLIST.md	25	안 쓰면 지우지 말고 instance-rules에 실행 금지를 적어라.	rule	예	AGENTS.md:10-11	keep	업스트림 엔진 파일과 충돌하지 않고 로컬 금지를 기록한다.
CHECKLIST.md	25	정책 확인 전에는 돌리지 마라.	rule	예	CHECKLIST.md:23-24	keep	미팅 오디오는 동의와 보존 정책의 적용을 받기 때문이다.
CHECKLIST.md	26	instance-rules의 국경 선언을 채웠는가.	rule	예	AGENTS.md:21-24	keep	인스턴스별 데이터 국경 작성 여부를 확인한다.
CHECKLIST.md	27	Claude·Codex 사용 승인의 범위가 어디까지인지.	rule	예	CHECKLIST.md:151	keep	승인 판정의 구체 대상을 명시한다.
CHECKLIST.md	27	회사 자료를 외부 모델에 넣어도 되는가.	rule	예	CHECKLIST.md:151	keep	모델 사용 승인 범위를 확인하는 질문이다.
CHECKLIST.md	28	승인 범위 밖 데이터는 이 워크스페이스에도 두지 않는다.	rule	예	CHECKLIST.md:151	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
CHECKLIST.md	32	원격 목록을 보고 allowlist 밖 원격을 doctor로 확인한다.	rule	예	tools/doctor.py	keep	데이터 반출 경로의 기계 검사를 안내한다.
CHECKLIST.md	34	setup.sh는 클론 origin을 allowlist에 넣는다.	evidence	예	setup.sh	keep	엔진 업데이트 원격이 허용되는 초기 동작을 설명한다.
CHECKLIST.md	34	그 밖의 원격은 doctor가 잡는다.	evidence	예	tools/doctor.py	keep	allowlist 밖 원격의 탐지 수단을 설명한다.
CHECKLIST.md	36	git status와 check-ignore로 state와 private가 git 밖인지 확인한다.	rule	예	.gitignore	keep	인스턴스 데이터의 추적 차단을 검증한다.
CHECKLIST.md	41	엔진 업데이트만 받고 이쪽에서 밀 수 없게.	rule	예	CHECKLIST.md:42	keep	.gitignore와 자격증명의 이중 구조로 데이터와 코드를 각각 막는다.
CHECKLIST.md	41	원격을 둘 거면 pull-only 자격증명으로 클론했는가.	rule	예	CHECKLIST.md:151	keep	쓰기 권한이 없는지 확인하는 질문이다.
CHECKLIST.md	42	.gitignore가 데이터를 막고 자격증명이 코드를 막는 이중 구조다.	evidence	아니오		keep	pull-only 규칙의 방어 구조를 설명한다.
CHECKLIST.md	42	.gitignore가 데이터를 막으면 데이터가 백업되지 않는다.	evidence	예	.gitignore	keep	백업 절이 필요한 원인을 설명한다.
CHECKLIST.md	43	CHANGEME가 남아 있으면 안 썼다는 뜻.	evidence	예	system/instance-rules.md	keep	미작성 상태의 판별 신호를 준다.
CHECKLIST.md	47	doctor는 훅 명령이 올바른 JSON을 뱉는 것까지 확인한다.	evidence	예	tools/doctor.py	keep	자동 확인 범위를 명시한다.
CHECKLIST.md	47	그 JSON이 실제 모델 컨텍스트에 들어갔는지는 확인할 수 없다.	evidence	예	tools/doctor.py	keep	사람 검증이 남는 경계를 명시한다.
CHECKLIST.md	48	훅 출력은 모델에게만 가고 셸로 안 오기 때문이다.	evidence	아니오		keep	직전 자동 확인 한계의 이유다.
CHECKLIST.md	50	새 세션을 열고 NOW 내용을 그대로 물어라.	rule	예	CHECKLIST.md:151	keep	SessionStart 주입을 행동으로 검증한다.
CHECKLIST.md	53	파일을 읽지 않고 답하면 주입된 것이다.	evidence	아니오		keep	관측 결과의 성공 판정을 정의한다.
CHECKLIST.md	54	읽으러 가면 주입이 안 된 것이다.	evidence	아니오		rewrite	모델이 재확인하려 읽는 경우도 있어 단일 관측으로 단정하기 어렵다.
CHECKLIST.md	54	컴팩션 뒤 journal과 hook-errors를 확인한다.	rule	예	CHECKLIST.md:151	keep	PreCompact 기록과 오류를 함께 검증한다.
CHECKLIST.md	60	Codex는 훅을 처음 볼 때 신뢰를 물어본다.	evidence	아니오		keep	수동 승인 단계가 생기는 조건을 설명한다.
CHECKLIST.md	60	codex를 한 번 띄워 프롬프트가 뜨는지 확인.	rule	예	CHECKLIST.md:151	keep	신뢰 승인 UI를 확인하는 절차다.
CHECKLIST.md	61	발주 후 응답이 한국어, em-dash 없음, 판정 형식을 지키는지 본다.	rule	예	AGENTS.md:42-46	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
CHECKLIST.md	61	승인하지 않으면 조용히 안 돈다.	evidence	아니오		keep	승인 누락의 실패 양상을 알린다.
CHECKLIST.md	62	Codex가 AGENTS.md를 읽는가.	rule	예	CHECKLIST.md:151	keep	공통 규약 자동 로드 여부를 묻는 검증 항목이다.
CHECKLIST.md	66	첫 사건을 기록하고 NOW 재생성을 확인한다.	rule	예	tools/now.py	keep	상태 기록과 projection 왕복을 검증한다.
CHECKLIST.md	71	recall sessions로 다른 인스턴스 세션이 섞이지 않는지 확인한다.	rule	예	tools/recall.py	keep	회상의 인스턴스 격리를 검증한다.
CHECKLIST.md	75	임시 프롬프트로 Codex 발주 왕복을 실행하고 파일을 지운다.	rule	예	tools/ask_codex.sh	keep	호환 진입점의 끝단 왕복을 검증한다.
CHECKLIST.md	83	receipt는 4,096 bytes 이하여야 하고 전문은 출력되지 않아야 한다.	claim	예	system/PRD-session-memory.md:§10.5	keep	bounded receipt의 크기와 비전문 반환 계약을 정본에 연결한다.
CHECKLIST.md	84	FRESH_WORKER v1, workspace-write, success가 보여야 한다.	rule	예	system/PRD-session-memory.md:§10.5	keep	fresh worker 계약의 버전, 권한, 성공 상태를 검증한다.
CHECKLIST.md	85	슬래시 커맨드 네 개가 뜨는가.	other	아니오		rewrite	명령 목록의 정본이나 네 개가 완전하다는 근거가 없다.
